Rank,Country Code,Country,Capital,Continent,Area,Density,Growth Rate,World Population Percentage,Year,Population
65,CHL,Chile,Santiago,South America,756102,25.9274,1.0057,0.25,2022,19603733
1,CHN,China,Beijing,Asia,9706961,146.8933,1,17.88,2022,1425887337
28,COL,Colombia,Bogota,South America,1141748,45.4339,1.0069,0.65,2022,51874024
163,COM,Comoros,Moroni,Africa,1862,449.3953,1.0184,0.01,2022,836774
114,COG,Congo,Brazzaville,Africa,342000,17.4574,1.0231,0.07,2022,5970424
223,COK,Cook Islands,Avarua,Oceania,236,72.0805,1.0005,0,2022,17011
124,CRI,Costa Rica,San José,North America,51100,101.3861,1.0052,0.06,2022,5180829
130,HRV,Croatia,Zagreb,Europe,56594,71.2153,0.9927,0.05,2022,4030358
85,CUB,Cuba,Havana,North America,109884,102.0366,0.9961,0.14,2022,11212191
189,CUW,Curacao,Willemstad,North America,444,430.5473,1.0043,0,2022,191163
158,CYP,Cyprus,Nicosia,Europe,9251,135.2814,1.0059,0.02,2022,1251488
88,CZE,Czech Republic,Prague,Europe,78865,133.0627,0.9984,0.13,2022,10493986
15,COD,Dem. Rep. Congo,Kinshasa,Africa,2344858,42.2244,1.0325,1.24,2022,99010212
115,DNK,Denmark,Copenhagen,Europe,43094,136.4984,1.0048,0.07,2022,5882261
160,DJI,Djibouti,Djibouti,Africa,23200,48.3125,1.0138,0.01,2022,1120849
204,DMA,Dominica,Roseau,North America,751,96.8535,1.0045,0,2022,72737
84,DOM,Dominican Rep.,Santo Domingo,North America,48671,230.7087,1.01,0.14,2022,11228821
67,ECU,Ecuador,Quito,South America,276841,65.0229,1.0114,0.23,2022,18001000
14,EGY,Egypt,Cairo,Africa,1002450,110.7188,1.0158,1.39,2022,110990103
112,SLV,El Salvador,San Salvador,North America,21041,301.145,1.0035,0.08,2022,6336392
152,GNQ,Eq. Guinea,Malabo,Africa,28051,59.7094,1.0247,0.02,2022,1674908
132,ERI,Eritrea,Asmara,Africa,117600,31.3268,1.0176,0.05,2022,3684032
156,EST,Estonia,Tallinn,Europe,45227,29.3201,0.998,0.02,2022,1326062
159,SWZ,eSwatini,Mbabane,Africa,17364,69.2047,1.0079,0.02,2022,1201670
12,ETH,Ethiopia,Addis Ababa,Africa,1104300,111.7268,1.0257,1.55,2022,123379924
231,FLK,Falkland Islands,Stanley,South America,12173,0.3105,1.0043,0,2022,3780
209,FRO,Faroe Islands,Tórshavn,Europe,1393,38.112,1.0038,0,2022,53090
162,FJI,Fiji,Suva,Oceania,18272,50.8847,1.0056,0.01,2022,929766
118,FIN,Finland,Helsinki,Europe,338424,16.3722,1.0009,0.07,2022,5540745
23,FRA,France,Paris,Europe,551695,117.1419,1.0015,0.81,2022,64626628
184,GUF,French Guiana,Cayenne,South America,83534,3.6459,1.0239,0,2022,304557
183,PYF,French Polynesia,Papeete,Oceania,4167,73.5011,1.0074,0,2022,306279
146,GAB,Gabon,Libreville,Africa,267668,8.9252,1.0204,0.03,2022,2388992
142,GMB,Gambia,Banjul,Africa,10689,253.1567,1.025,0.03,2022,2705992
131,GEO,Georgia,Tbilisi,Asia,69700,53.7214,0.9964,0.05,2022,3744385
19,DEU,Germany,Berlin,Europe,357114,233.4544,0.9995,1.05,2022,83369843
47,GHA,Ghana,Accra,Africa,238533,140.3406,1.0196,0.42,2022,33475870
219,GIB,Gibraltar,Gibraltar,Europe,6,5441.5,0.9994,0,2022,32649
90,GRC,Greece,Athens,Europe,131990,78.68,0.9942,0.13,2022,10384971
208,GRL,Greenland,Nuuk,North America,2166086,0.0261,1.004,0,2022,56466
193,GRD,Grenada,Saint George's,North America,344,364.6453,1.0066,0,2022,125438
178,GLP,Guadeloupe,Basse-Terre,North America,1628,243.0909,0.9992,0,2022,395752
191,GUM,Guam,Hagåtña,Oceania,549,312.8852,1.0073,0,2022,171774
68,GTM,Guatemala,Guatemala City,North America,108889,163.8725,1.0134,0.22,2022,17843908
207,GGY,Guernsey,Saint Peter Port,Europe,78,811.5513,1.0037,0,2022,63301
75,GIN,Guinea,Conakry,Africa,245857,56.3716,1.0242,0.17,2022,13859341
149,GNB,Guinea-Bissau,Bissau,Africa,36125,58.2856,1.0218,0.03,2022,2105566
164,GUY,Guyana,Georgetown,South America,214969,3.7621,1.0052,0.01,2022,808726
82,HTI,Haiti,Port-au-Prince,North America,27750,417.4773,1.012,0.15,2022,11584996
89,HND,Honduras,Tegucigalpa,North America,112492,92.7431,1.015,0.13,2022,10432860
104,HKG,Hong Kong,Hong Kong,Asia,1104,6783.3922,0.9992,0.09,2022,7488865
94,HUN,Hungary,Budapest,Europe,93028,107.1431,1.0265,0.12,2022,9967308
179,ISL,Iceland,Reykjavík,Europe,103000,3.6204,1.0069,0,2022,372899
2,IND,India,New Delhi,Asia,3287590,431.0675,1.0068,17.77,2022,1417173173
4,IDN,Indonesia,Jakarta,Asia,1904569,144.6529,1.0064,3.45,2022,275501339
17,IRN,Iran,Tehran,Asia,1648195,53.7258,1.0071,1.11,2022,88550570
35,IRQ,Iraq,Baghdad,Asia,438317,101.5158,1.0221,0.56,2022,44496122
125,IRL,Ireland,Dublin,Europe,70273,71.4799,1.0073,0.06,2022,5023109
202,IMN,Isle of Man,Douglas,Europe,572,147.7605,1.003,0,2022,84519
98,ISR,Israel,Jerusalem,Asia,20770,435.1617,1.0155,0.11,2022,9038309
25,ITA,Italy,Rome,Europe,301336,195.9191,0.9966,0.74,2022,59037474
52,CIV,Ivory Coast,Yamoussoukro,Africa,322463,87.3295,1.0248,0.35,2022,28160542
139,JAM,Jamaica,Kingston,North America,10991,257.2447,0.9999,0.04,2022,2827377
11,JPN,Japan,Tokyo,Asia,377930,327.9753,0.9947,1.55,2022,123951692
195,JEY,Jersey,Saint Helier,Europe,116,954.9828,1.0106,0,2022,110778
83,JOR,Jordan,Amman,Asia,89342,126.3221,1.0123,0.14,2022,11285869
66,KAZ,Kazakhstan,Nursultan,Asia,2724900,7.1188,1.0105,0.24,2022,19397998
27,KEN,Kenya,Nairobi,Africa,580367,93.0919,1.0193,0.68,2022,54027487
192,KIR,Kiribati,Tarawa,Oceania,811,161.815,1.0183,0,2022,131232
129,KWT,Kuwait,Kuwait City,Asia,17818,239.5821,1.0044,0.05,2022,4268873
110,KGZ,Kyrgyzstan,Bishkek,Asia,199951,33.1612,1.0158,0.08,2022,6630623
103,LAO,Laos,Vientiane,Asia,236800,31.7968,1.0141,0.09,2022,7529475
151,LVA,Latvia,Riga,Europe,64559,28.666,0.9876,0.02,2022,1850651
119,LBN,Lebanon,Beirut,Asia,10452,525.2334,0.9816,0.07,2022,5489739
147,LSO,Lesotho,Maseru,Africa,30355,75.962,1.0107,0.03,2022,2305825
121,LBR,Liberia,Monrovia,Africa,111369,47.6136,1.021,0.07,2022,5302681
107,LBY,Libya,Tripoli,Africa,1759540,3.8717,1.0114,0.09,2022,6812341
216,LIE,Liechtenstein,Vaduz,Europe,160,245.7937,1.0074,0,2022,39327
141,LTU,Lithuania,Vilnius,Europe,65300,42.1142,0.9869,0.03,2022,2750055
168,LUX,Luxembourg,Luxembourg,Europe,2586,250.425,1.0129,0.01,2022,647599
167,MAC,Macau,Concelho de Macau,Asia,30,23172.2667,1.0125,0.01,2022,695168
50,MDG,Madagascar,Antananarivo,Africa,587041,50.4423,1.0241,0.37,2022,29611714
62,MWI,Malawi,Lilongwe,Africa,118484,172.22,1.0259,0.26,2022,20405317
45,MYS,Malaysia,Kuala Lumpur,Asia,330803,102.5934,1.0109,0.43,2022,33938221
174,MDV,Maldives,Malé,Asia,300,1745.9567,1.0045,0.01,2022,523787
59,MLI,Mali,Bamako,Africa,1240192,18.2178,1.0314,0.28,2022,22593590
173,MLT,Malta,Valletta,Europe,316,1687.6139,1.0124,0.01,2022,533286
215,MHL,Marshall Islands,Majuro,Oceania,181,229.663,0.9886,0,2022,41569
180,MTQ,Martinique,Fort-de-France,North America,1128,325.8041,0.9965,0,2022,367507
126,MRT,Mauritania,Nouakchott,Africa,1030700,4.5951,1.0263,0.06,2022,4736139
157,MUS,Mauritius,Port Louis,Africa,2040,636.9946,1.0004,0.02,2022,1299469
182,MYT,Mayotte,Mamoudzou,Africa,374,871.9278,1.0319,0,2022,326101
10,MEX,Mexico,Mexico City,North America,1964375,64.9082,1.0063,1.6,2022,127504125
194,FSM,Micronesia,Palikir,Oceania,702,162.6268,1.0091,0,2022,114164
135,MDA,Moldova,Chisinau,Europe,33846,96.7026,1.0691,0.04,2022,3272996
217,MCO,Monaco,Monaco,Europe,2,18234.5,0.9941,0,2022,36469
134,MNG,Mongolia,Ulaanbaatar,Asia,1564110,2.1727,1.0151,0.04,2022,3398366
169,MNE,Montenegro,Podgorica,Europe,13812,45.4012,0.9988,0.01,2022,627082
230,MSR,Montserrat,Brades,North America,102,43.0392,0.9939,0,2022,4390
40,MAR,Morocco,Rabat,Africa,446550,83.883,1.0103,0.47,2022,37457971
48,MOZ,Mozambique,Maputo,Africa,801590,41.1302,1.0278,0.41,2022,32969517
26,MMR,Myanmar,Nay Pyi Taw,Asia,676578,80.0784,1.0071,0.68,2022,54179306
145,NAM,Namibia,Windhoek,Africa,825615,3.1092,1.0146,0.03,2022,2567012
225,NRU,Nauru,Yaren,Oceania,21,603.2381,1.0125,0,2022,12668
49,NPL,Nepal,Kathmandu,Asia,147181,207.5511,1.0171,0.38,2022,30547580
71,NLD,Netherlands,Amsterdam,Europe,41850,419.6897,1.0036,0.22,2022,17564014
185,NCL,New Caledonia,Nouméa,Oceania,18575,15.6097,1.0075,0,2022,289950
123,NZL,New Zealand,Wellington,Oceania,270467,19.1716,1.0108,0.07,2022,5185288
106,NIC,Nicaragua,Managua,North America,130373,53.2962,1.0143,0.09,2022,6948392
54,NER,Niger,Niamey,Africa,1267000,20.6851,1.0378,0.33,2022,26207977
6,NGA,Nigeria,Abuja,Africa,923768,236.5759,1.0241,2.74,2022,218541212
232,NIU,Niue,Alofi,Oceania,260,7.4385,0.9985,0,2022,1934
56,PRK,North Korea,Pyongyang,Asia,120538,216.2755,1.0038,0.33,2022,26069416
150,MKD,North Macedonia,Skopje,Europe,25713,81.4218,0.9954,0.03,2022,2093599
210,NFK,Northern Mariana Islands,Saipan,Oceania,464,106.7909,1.0014,0,2022,49551
120,NOR,Norway,Oslo,Europe,323802,16.7828,1.0058,0.07,2022,5434319
127,OMN,Oman,Muscat,Asia,309500,14.7861,1.0123,0.06,2022,4576298
5,PAK,Pakistan,Islamabad,Asia,881912,267.4018,1.0191,2.96,2022,235824862
222,PLW,Palau,Ngerulmud,Oceania,459,39.3355,1.0017,0,2022,18055
122,PSE,Palestine,Ramallah,Asia,6220,844.063,1.0227,0.07,2022,5250072
128,PAN,Panama,Panama City,North America,75417,58.4561,1.0132,0.06,2022,4408581
93,PNG,Papua New Guinea,Port Moresby,Oceania,462840,21.9139,1.0194,0.13,2022,10142619
109,PRY,Paraguay,Asunción,South America,406752,16.6705,1.0115,0.09,2022,6780744
44,PER,Peru,Lima,South America,1285216,26.4933,1.0099,0.43,2022,34049588
13,PHL,Philippines,Manila,Asia,342353,337.5434,1.0147,1.45,2022,115559009
37,POL,Poland,Warsaw,Europe,312679,127.4698,1.0404,0.5,2022,39857145
92,PRT,Portugal,Lisbon,Europe,92090,111.5307,0.9981,0.13,2022,10270865
136,PRI,Puerto Rico,San Juan,North America,8870,366.675,0.9989,0.04,2022,3252407
143,QAT,Qatar,Doha,Asia,11586,232.6189,1.0026,0.03,2022,2695122
161,REU,Reunion,Saint-Denis,Africa,2511,387.914,1.0082,0.01,2022,974052
64,ROU,Romania,Bucharest,Europe,238391,82.4665,1.0171,0.25,2022,19659267
9,RUS,Russia,Moscow,Europe,17098242,8.4636,0.9973,1.81,2022,144713314
76,RWA,Rwanda,Kigali,Africa,26338,523.0731,1.0234,0.17,2022,13776698
86,SSD,S. Sudan,Juba,Africa,619745,17.6091,1.0153,0.14,2022,10913164
228,BLM,Saint Barthelemy,Gustavia,North America,21,522.2381,1.0098,0,2022,10967
211,KNA,Saint Kitts and Nevis,Basseterre,North America,261,182.5939,1.0011,0,2022,47657
190,LCA,Saint Lucia,Castries,North America,616,291.9756,1.0011,0,2022,179857
220,MAF,Saint Martin,Marigot,North America,53,599.8302,0.9951,0,2022,31791
229,SPM,Saint Pierre and Miquelon,Saint-Pierre,North America,242,24.2231,0.9964,0,2022,5862
199,VCT,Saint Vincent and the Grenadines,Kingstown,North America,389,267.2185,0.9963,0,2022,103948
188,WSM,Samoa,Apia,Oceania,2842,78.2484,1.0165,0,2022,222382
218,SMR,San Marino,San Marino,Europe,61,551.8033,0.9975,0,2022,33660
187,STP,Sao Tome and Principe,São Tomé,Africa,964,235.8714,1.0192,0,2022,227380
41,SAU,Saudi Arabia,Riyadh,Asia,2149690,16.9368,1.0128,0.46,2022,36408820
72,SEN,Senegal,Dakar,Africa,196722,88.025,1.0261,0.22,2022,17316449
105,SRB,Serbia,Belgrade,Europe,88361,81.7257,0.9897,0.09,2022,7221365
196,SYC,Seychelles,Victoria,Africa,452,236.9867,1.0061,0,2022,107118
102,SLE,Sierra Leone,Freetown,Africa,71740,119.957,1.022,0.11,2022,8605718
113,SGP,Singapore,Singapore,Asia,710,8416.4634,1.0058,0.07,2022,5975689
214,SXM,Sint Maarten,Philipsburg,North America,34,1299.2647,1.003,0,2022,44175
116,SVK,Slovakia,Bratislava,Europe,49037,115.0856,1.0359,0.07,2022,5643453
148,SVN,Slovenia,Ljubljana,Europe,20273,104.5649,1.0002,0.03,2022,2119844
166,SLB,Solomon Islands,Honiara,Oceania,28896,25.0648,1.0232,0.01,2022,724273
70,SOM,Somalia,Mogadishu,Africa,637657,27.5971,1.0312,0.22,2022,17597511
24,ZAF,South Africa,Pretoria,Africa,1221037,49.0517,1.0084,0.75,2022,59893885
29,KOR,South Korea,Seoul,Asia,100210,517.0722,0.9997,0.65,2022,51815810
30,ESP,Spain,Madrid,Europe,505992,93.9909,1.0015,0.6,2022,47558630
61,LKA,Sri Lanka,Colombo,Asia,65610,332.7563,1.0027,0.27,2022,21832143
32,SDN,Sudan,Khartoum,Africa,1886068,24.8529,1.0267,0.59,2022,46874204
170,SUR,Suriname,Paramaribo,South America,163820,3.7727,1.0082,0.01,2022,618040
87,SWE,Sweden,Stockholm,Europe,450295,23.4276,1.0079,0.13,2022,10549347
101,CHE,Switzerland,Bern,Europe,41284,211.7157,1.0056,0.11,2022,8740472
60,SYR,Syria,Damascus,Asia,185180,119.4797,1.0376,0.28,2022,22125249
57,TWN,Taiwan,Taipei,Asia,36193,660.1662,1.0014,0.3,2022,23893394
95,TJK,Tajikistan,Dushanbe,Asia,143100,69.5513,1.0208,0.12,2022,9952787
22,TZA,Tanzania,Dodoma,Africa,945087,69.3034,1.03,0.82,2022,65497748
20,THA,Thailand,Bangkok,Asia,513120,139.7276,1.0013,0.9,2022,71697030
155,TLS,Timor-Leste,Dili,Asia,14874,90.1772,1.0154,0.02,2022,1341296
100,TGO,Togo,Lomé,Africa,56785,155.8281,1.0236,0.11,2022,8848699
233,TKL,Tokelau,Nukunonu,Oceania,12,155.9167,1.0119,0,2022,1871
197,TON,Tonga,Nuku‘alofa,Oceania,747,143.0495,1.0079,0,2022,106858
153,TTO,Trinidad and Tobago,Port-of-Spain,North America,5130,298.4491,1.0035,0.02,2022,1531044
79,TUN,Tunisia,Tunis,Africa,163610,75.5218,1.0076,0.15,2022,12356117
18,TUR,Turkey,Ankara,Asia,783562,108.9145,1.0067,1.07,2022,85341241
111,TKM,Turkmenistan,Ashgabat,Asia,488100,13.1751,1.014,0.08,2022,6430770
212,TCA,Turks and Caicos Islands,Cockburn Town,North America,948,48.2099,1.0131,0,2022,45703
227,TUV,Tuvalu,Funafuti,Oceania,26,435.0769,1.0096,0,2022,11312
31,UGA,Uganda,Kampala,Africa,241550,195.61,1.0304,0.59,2022,47249585
38,UKR,Ukraine,Kiev,Europe,603500,65.7858,0.912,0.5,2022,39701739
97,ARE,United Arab Emirates,Abu Dhabi,Asia,83600,112.9322,1.0081,0.12,2022,9441129
21,GBR,United Kingdom,London,Europe,242900,277.9289,1.0034,0.85,2022,67508936
3,USA,United States of America,"Washington, D.C.",North America,9372610,36.0935,1.0038,4.24,2022,338289857
200,VIR,United States Virgin Islands,Charlotte Amalie,North America,347,286.6427,0.9937,0,2022,99465
133,URY,Uruguay,Montevideo,South America,181034,18.9069,0.999,0.04,2022,3422794
43,UZB,Uzbekistan,Tashkent,Asia,447400,77.3975,1.016,0.43,2022,34627652
181,VUT,Vanuatu,Port-Vila,Oceania,12189,26.8061,1.0238,0,2022,326740
234,VAT,Vatican City,Vatican City,Europe,1,510,0.998,0,2022,510
51,VEN,Venezuela,Caracas,South America,916445,30.882,1.0036,0.35,2022,28301696
16,VNM,Vietnam,Hanoi,Asia,331212,296.4472,1.0074,1.23,2022,98186856
172,ESH,W. Sahara,El Aaiún,Africa,266000,2.1654,1.0184,0.01,2022,575986
226,WLF,Wallis and Futuna,Mata-Utu,Oceania,142,81.493,0.9953,0,2022,11572
46,YEM,Yemen,Sanaa,Asia,527968,63.8232,1.0217,0.42,2022,33696614
63,ZMB,Zambia,Lusaka,Africa,752612,26.5976,1.028,0.25,2022,20017675
74,ZWE,Zimbabwe,Harare,Africa,390757,41.7665,1.0204,0.2,2022,16320537
